replication,learner_family,scheduler_family,n_stages,failure_rate,selected_family,selected_parameter,rl_parameter_within_family,bayesian_parameter_within_family,rl_nll,bayesian_nll,rl_state_rmse,bayesian_state_rmse,rl_state_correlation,bayesian_state_correlation,rl_unsigned_pe_correlation,bayesian_unsigned_pe_correlation,rl_policy_rmse,bayesian_policy_rmse
7,RL,Bayesian,8,0.08583333333333333,RL,0.25,0.25,0.45,2670.6304561217958,2681.7987683680713,0.2571241964941353,0.6393936967723455,0.9745656414502185,0.9374558304079518,0.9904416505142956,0.9755139100852716,0.3351968212966358,0.20217573857079912
8,RL,Bayesian,8,0.0846875,RL,0.25,0.25,0.65,2663.027397505708,2669.8764841685056,0.23578570965286622,0.5984472165200619,0.9760542086705608,0.9400032306926349,0.9905305880636179,0.9774061811375648,0.3237812079682851,0.20064334805729334
9,RL,Bayesian,8,0.08645833333333333,RL,0.25,0.25,0.65,2679.8086964868435,2682.0099200745126,0.24658009648614307,0.6184820270476514,0.976471318297062,0.9385166604166671,0.99034530298893,0.9756734846103614,0.32576530909240253,0.19830521733834178
10,RL,Bayesian,8,0.09333333333333334,RL,0.25,0.25,0.65,2816.3804588950006,2819.4742153142884,0.2233637379373361,0.5766646883383308,0.9806280757959086,0.9502509737748926,0.9901931617404991,0.975046958429312,0.3176533137237363,0.19839087590607346
11,RL,Bayesian,8,0.08,RL,0.25,0.25,0.65,2521.3323097226416,2537.3887122083866,0.24489580005103842,0.6344244306508818,0.9773436215835617,0.9394829375137117,0.9906955337310366,0.976018279581004,0.3369051683837166,0.19853567776687162
12,RL,Bayesian,8,0.08833333333333333,RL,0.25,0.25,0.65,2714.7336135786327,2727.6231281874816,0.24376825390635237,0.6052325066229393,0.9746923429337164,0.9384966007213679,0.9895349202452847,0.9748388141945264,0.3248342710826356,0.1999578664301574
13,RL,Bayesian,8,0.08427083333333334,RL,0.25,0.25,0.65,2655.099876160585,2662.9436501010814,0.23064152149808523,0.632287640665191,0.9784984694638336,0.937317838988729,0.9916904970519876,0.9766734274007276,0.33903812979203163,0.2031557954067465
14,RL,Bayesian,8,0.08229166666666667,RL,0.25,0.25,0.65,2599.2348447156764,2606.023190112027,0.24119785455619333,0.629817754976093,0.9783474885876872,0.9404595830233833,0.9911891166769398,0.9760080780141615,0.3326559084769718,0.1973952590674829
15,RL,Bayesian,8,0.1,RL,0.25,0.25,0.65,2944.6387795936057,2951.742709924197,0.23302956260089805,0.5612509443540206,0.9782292971424293,0.9472530677673644,0.9895929738773039,0.9747996707838423,0.31303315499984985,0.19977360156544494
16,RL,Bayesian,8,0.07583333333333334,RL,0.25,0.25,0.65,2481.3096436307796,2488.0868760202184,0.23714379044188116,0.6237845190822199,0.9754572963711312,0.9370325706990043,0.9896223366665322,0.9751582285073509,0.32973780898343336,0.19939751679067189
17,RL,Bayesian,8,0.08572916666666666,Bayesian,0.65,0.25,0.65,2705.5389134131556,2703.9842210040424,0.2508137019376895,0.6063249894819629,0.971604292493843,0.9312107624362983,0.9895478976998988,0.9752448419077091,0.3270076169420261,0.20073267732525202
18,RL,Bayesian,8,0.08916666666666667,RL,0.25,0.25,0.65,2778.3144359290327,2779.005590835457,0.2286405032424765,0.5963711969267866,0.9773220826202107,0.9427905949926507,0.9900623984509613,0.975643072069988,0.319814088507824,0.20041171828740634
19,RL,Bayesian,8,0.09770833333333333,RL,0.25,0.25,0.65,2932.096496173248,2933.3452426369286,0.22770483472759379,0.5640345791519802,0.977911105796963,0.9463234979819206,0.9890254373675414,0.9734786255460022,0.3053399483455467,0.1989725104686841
20,RL,Bayesian,8,0.08322916666666667,RL,0.25,0.25,0.65,2628.9530128859324,2641.378506540457,0.24249776135800152,0.6085557696311933,0.9758871348778255,0.9382192868609677,0.9896784603076701,0.9745601037795818,0.32947355445112697,0.2010890508294643
21,RL,Bayesian,8,0.094375,RL,0.25,0.25,0.65,2843.8269530814373,2851.1124892502276,0.23148911747984313,0.5795569255459307,0.9772524986927331,0.9445981699910643,0.9897173294471081,0.9759171089915577,0.31348152087753556,0.2004057388530856
22,RL,Bayesian,8,0.0696875,RL,0.3,0.3,0.65,2275.824531051763,2293.5785494866814,0.24680895098069114,0.6670765362353436,0.9771945879725007,0.9358630257444401,0.9907422541225593,0.9748307855141307,0.34679847711956724,0.19733037744214138
23,RL,Bayesian,8,0.08239583333333333,RL,0.25,0.25,0.65,2615.6120111072414,2626.185385679758,0.2512684357222639,0.6208680027865423,0.9732243961362635,0.9345413439902949,0.9898281648242545,0.9756403614482672,0.33321770568860415,0.19996138212757827
24,RL,Bayesian,8,0.08770833333333333,RL,0.25,0.25,0.65,2723.103520118778,2731.576178003893,0.22629406816199002,0.5996939192862463,0.978024986251838,0.9446987808057241,0.990618162653799,0.9769454170883806,0.3192111968107513,0.19849258443962378
25,RL,Bayesian,8,0.0809375,RL,0.25,0.25,0.65,2549.4113043354782,2555.2108504853704,0.24755676521555026,0.6392756075332701,0.9764491894002909,0.9351864185237799,0.9907534678738117,0.975636120587376,0.33665487327076693,0.20070474319891024
26,RL,Bayesian,8,0.09239583333333333,RL,0.25,0.25,0.65,2812.1808588869226,2816.471655548349,0.24271916974320487,0.5986375168079512,0.9772414801148319,0.9406757129475765,0.9897827451744242,0.9748763606111492,0.3253932582581963,0.20128197165069572
27,RL,Bayesian,8,0.08489583333333334,Bayesian,0.65,0.25,0.65,2653.43888416929,2649.8134186118646,0.25890474238611183,0.6369210440269434,0.972690612115007,0.9311040104360483,0.9900155932830647,0.9757427232958844,0.3374477943377797,0.19874733215498186
28,RL,Bayesian,8,0.08854166666666667,RL,0.25,0.25,0.65,2767.5529533413683,2770.060449922542,0.2364355557680636,0.6201477678311847,0.9757007368868165,0.934597492491902,0.9905589745453868,0.9757059139079689,0.3241321914354822,0.1991904781483524
29,RL,Bayesian,8,0.07302083333333333,RL,0.25,0.25,0.65,2388.656560511365,2396.5291987575756,0.2502122342621982,0.6489258118710758,0.9753689180520957,0.9361197095426134,0.9895040060346864,0.9746752142914825,0.3447429588964304,0.20170340664389785
30,RL,Bayesian,8,0.08197916666666667,RL,0.25,0.25,0.65,2608.159206548595,2614.4667881971977,0.24765217558457256,0.6189077239723481,0.9743835766184691,0.9382374550604389,0.9898808324628123,0.9758636895570505,0.32608012837569383,0.19836827459701314
31,RL,Bayesian,8,0.0771875,RL,0.25,0.25,0.65,2467.8556131632076,2480.6872717783776,0.2441001654135169,0.6237496678145035,0.975482441409785,0.941400774313226,0.9896991918196766,0.9759260751868671,0.3327379774510277,0.19880994919659176
32,RL,Bayesian,8,0.088125,RL,0.25,0.25,0.65,2766.710928654027,2772.0788050393894,0.2272463249749161,0.5732489031620107,0.9765154710598167,0.9418729623785259,0.9888382199762207,0.97349724054397,0.31395278541216093,0.19987863361301647
33,RL,Bayesian,8,0.08114583333333333,RL,0.25,0.25,0.65,2555.37968677781,2565.4446909184285,0.24604166097481275,0.5956734302025931,0.9758386873230787,0.9407865962335152,0.9884687196555972,0.9734169851912691,0.31946210768198957,0.20088871938745112
34,RL,Bayesian,8,0.08354166666666667,RL,0.3,0.3,0.65,2607.0876356193357,2624.2928262084993,0.2408326717032655,0.5791950611647093,0.9750634046017577,0.9420876317272577,0.9891713139417225,0.9744709595774107,0.3130228500277393,0.19889357280003686
35,RL,Bayesian,8,0.08104166666666666,Bayesian,0.65,0.25,0.65,2585.742542470356,2583.4339334938268,0.2582194250351119,0.6460666989256987,0.9731281191774133,0.9297745474641901,0.9895654791964988,0.9735969130081124,0.33853341099682643,0.2013735082712992
36,RL,Bayesian,8,0.085625,RL,0.25,0.25,0.65,2662.1726620162153,2669.222805914957,0.2447886036025949,0.6293438668262432,0.9755387269044047,0.9377032398412702,0.9905805352511172,0.9758924391578458,0.3307071697301773,0.19904600775188397
37,RL,Bayesian,8,0.07260416666666666,RL,0.25,0.25,0.65,2405.342242005709,2416.8190011327506,0.25315271606818346,0.6386283779792603,0.9711272379911731,0.9297833409135602,0.989735048019056,0.9747871622904565,0.33714272567590203,0.20128560226540151
38,RL,Bayesian,8,0.08770833333333333,RL,0.25,0.25,0.65,2686.4492213205217,2689.5283381557774,0.24981119951933706,0.6032110803201051,0.9766393177618787,0.9434474002944533,0.9891837597740452,0.973281747497724,0.3262795201622323,0.2007905164551358
39,RL,Bayesian,8,0.0809375,RL,0.25,0.25,0.65,2545.4160786883267,2560.723267758318,0.2533288057136324,0.6096574351705283,0.9738267096935989,0.9377125035426626,0.9890214915625555,0.9743099762363937,0.32995927018889826,0.1988045903941692
40,RL,Bayesian,8,0.0896875,RL,0.25,0.25,0.65,2754.3643235317886,2760.9598190062443,0.233623853857641,0.5849895827938395,0.9783520900654648,0.9443560039458766,0.9896730022077037,0.9750478671053232,0.32203478691456117,0.2008421001334476
41,RL,Bayesian,8,0.0871875,RL,0.25,0.25,0.65,2696.9413339589737,2704.8853995983864,0.23842715352164423,0.593611341883079,0.9749722399738591,0.9400999610035641,0.9895637405635304,0.9755463091728942,0.31647095611136455,0.19899727675776963
42,RL,Bayesian,8,0.0759375,RL,0.25,0.25,0.65,2442.791884198893,2454.3940333628307,0.24281764254145455,0.672844959555428,0.9793721205153368,0.941642196259456,0.9920617165286263,0.9770967874473439,0.35430212234966796,0.1972607840867537
43,RL,Bayesian,8,0.07802083333333333,RL,0.25,0.25,0.65,2529.0210551896257,2535.0654643333023,0.25243359085963113,0.6430283702885193,0.9732953150986051,0.9303766548550007,0.9903740095561296,0.975461399463627,0.33280701198780466,0.1975717478574726
44,RL,Bayesian,8,0.08604166666666667,RL,0.25,0.25,0.65,2656.445708003072,2665.9552307367285,0.24432811485457145,0.6154270493517204,0.9752239599664659,0.9370897799692023,0.9894259160017506,0.9744667208971751,0.32860947242024885,0.2030240532960226
45,RL,Bayesian,8,0.08072916666666667,RL,0.25,0.25,0.65,2573.2800013216493,2581.529191484754,0.2573463872156288,0.6408151916164716,0.9730621902481795,0.9295724659270644,0.9900900984789895,0.9749791998861895,0.33744596632473983,0.2002421520236874
46,RL,Bayesian,8,0.09416666666666666,Bayesian,0.65,0.25,0.65,2849.751271274047,2848.011054810006,0.23648752963198744,0.6072582155839015,0.9779941921962946,0.9402540240149364,0.9913453203837652,0.9765638109962432,0.3280153744857665,0.19906275380345076
47,RL,Bayesian,8,0.08239583333333333,RL,0.25,0.25,0.65,2581.718761932195,2592.3031563740287,0.2399039027752394,0.6174299611016255,0.976241272699486,0.9403692049247795,0.9894437890992563,0.9746625601867529,0.3264872449373734,0.198795629925105
48,RL,Bayesian,8,0.08802083333333334,RL,0.25,0.25,0.65,2682.4423429829963,2693.6386223954605,0.24691506166047686,0.6211957481018118,0.9777261320596332,0.9400665155164962,0.9907429561488942,0.9756790309652341,0.3305028116001645,0.20199347324146802
49,RL,Bayesian,8,0.08635416666666666,RL,0.25,0.25,0.65,2631.0424322513277,2636.774615675896,0.24899903891496697,0.6487254591884565,0.9776577263665402,0.9417137981413597,0.9912481053975752,0.9771891341334683,0.34321528494339926,0.19910834086759574
50,RL,Bayesian,8,0.08614583333333334,RL,0.25,0.25,0.45,2680.1485387005723,2683.9988474834363,0.242657730546237,0.6187040500565582,0.9780941069854522,0.9423608882383132,0.9907629549059264,0.9758635743187009,0.3291023900388703,0.1991377966142954
51,RL,Bayesian,8,0.09166666666666666,RL,0.25,0.25,0.65,2793.703933842534,2799.1824645357055,0.22971646505804325,0.604904148613306,0.9797511259936511,0.9446655499073069,0.9906319554162445,0.975747409606341,0.3276097843860366,0.19885569352368562
52,RL,Bayesian,8,0.09239583333333333,RL,0.25,0.25,0.65,2782.695468836926,2792.892263288382,0.22831703299115882,0.5813880644210571,0.9791092888702677,0.9491384782448075,0.9905079261925057,0.9772440231707259,0.31796733550332434,0.19997315593906717
53,RL,Bayesian,8,0.09010416666666667,RL,0.25,0.25,0.65,2755.929303190614,2757.18341176054,0.23647433620995464,0.5992125092639969,0.9795379273797384,0.944815125728821,0.9911186579500253,0.975879175062167,0.3251061765950705,0.19681120486280032
54,RL,Bayesian,8,0.08125,RL,0.25,0.25,0.65,2549.7076095752036,2557.856201047813,0.24938455737749318,0.6382199551361347,0.9761295296514373,0.9376726127605183,0.9913042781875747,0.977141256556769,0.3390908017853739,0.20040478399685963
55,RL,Bayesian,8,0.0959375,Bayesian,0.65,0.25,0.65,2904.5539518904625,2900.0341577996323,0.24207874024543416,0.563465334507623,0.9734043184210762,0.9449409294396809,0.986704450654097,0.9731504463976788,0.30140534312186773,0.19894811692350026
56,RL,Bayesian,8,0.08302083333333334,RL,0.25,0.25,0.65,2608.7243373674764,2614.038876665946,0.2323418295749626,0.6153593268616414,0.9778614505595747,0.9433333780110074,0.9908232903686218,0.9769867488994044,0.3271261422471704,0.20086300430425966
57,RL,Bayesian,8,0.09,RL,0.25,0.25,0.65,2772.8438453357285,2774.8245937086626,0.2371715850837303,0.6045073198961549,0.976972683870605,0.9383462315543993,0.9909052604853624,0.9773090216631833,0.3305757039020044,0.2004087000942303
58,RL,Bayesian,8,0.08635416666666666,RL,0.25,0.25,0.65,2680.956922563282,2688.696719636506,0.23891019571079786,0.5954788406540318,0.9766723201809816,0.9425195305207329,0.9894543593722811,0.9747187740943851,0.32579364335503624,0.20185878616838687
59,RL,Bayesian,8,0.08197916666666667,RL,0.25,0.25,0.65,2556.7591985159384,2563.0556545463423,0.26134304509704326,0.6570375752464455,0.9742537755027983,0.9325756116504769,0.9907981769988864,0.9755073818255643,0.3408078965308126,0.19903879770535393
60,RL,Bayesian,8,0.08427083333333334,RL,0.25,0.25,0.65,2654.625261931923,2657.8010748922743,0.2269968093145739,0.6129985790690851,0.977657409074041,0.9421484132289543,0.9911351622343705,0.9785000815677583,0.33035133334217537,0.2028255669929771
61,RL,Bayesian,8,0.08260416666666667,RL,0.3,0.3,0.65,2575.567051918884,2583.776284355683,0.24550620593983694,0.6186792633015779,0.9744777542972846,0.9395374493659083,0.9898105178958516,0.9760668745419996,0.33191661671642114,0.2020144562255177
62,RL,Bayesian,8,0.08791666666666667,Bayesian,0.65,0.25,0.65,2728.964990012652,2726.4090578349706,0.24477061038888268,0.6095571270794882,0.9763104240328264,0.9403681390733529,0.9902359382642661,0.9766097109910815,0.33278174039108527,0.20328064969070983
63,RL,Bayesian,8,0.081875,RL,0.25,0.25,0.65,2595.117274059375,2600.0943093125884,0.24720987677320297,0.6244681625306199,0.977504560281199,0.9361471938672785,0.9896104355391417,0.9719878771771218,0.33568661357760016,0.2031239282585659
64,RL,Bayesian,8,0.090625,RL,0.25,0.25,0.65,2792.4243066354115,2796.602278295204,0.22508225459923425,0.5817680642854733,0.9781142782522144,0.9420345617125362,0.9896436212421269,0.9739617261974188,0.3163951809546067,0.2006287916515034
65,RL,Bayesian,8,0.09260416666666667,RL,0.25,0.25,0.65,2799.8297675562767,2801.823000331899,0.234181719617923,0.5898570632757777,0.9786935477883347,0.9475049990026517,0.9901610152588415,0.9759196686289744,0.3171702213865099,0.19952921207487403
66,RL,Bayesian,8,0.080625,RL,0.25,0.25,0.65,2542.224960373889,2553.5707827693977,0.2517806768003491,0.6566832039263325,0.9757765033440187,0.9353801355228433,0.9906466693555558,0.9751833425745039,0.33808008758361724,0.20035475238925643
67,RL,Bayesian,8,0.08020833333333334,RL,0.25,0.25,0.65,2555.1739152545774,2559.198396915711,0.25005462686922153,0.6340362811511174,0.9735178952740393,0.93002551279937,0.9902006506599458,0.9752588000372117,0.3339599775665806,0.20118200989021265
68,RL,Bayesian,8,0.08708333333333333,RL,0.25,0.25,0.65,2686.5550835154745,2695.166968459271,0.22825365188162702,0.5929493078197373,0.978982550872719,0.9473182192208791,0.9903696038780677,0.9771741889447318,0.32377718780527065,0.20084511815411857
69,RL,Bayesian,8,0.0834375,RL,0.25,0.25,0.65,2628.7614775567713,2633.348055081395,0.2476427877784983,0.6276259559617071,0.9766180147906832,0.9343564573442212,0.99164306010214,0.9760960749189923,0.3355837945957611,0.19934024019824603
70,RL,Bayesian,8,0.08166666666666667,RL,0.25,0.25,0.65,2584.5092633452873,2590.1623281154307,0.24298594204457982,0.6447962248063148,0.9771966012418367,0.9402785821400735,0.9911497459308991,0.9771701361573175,0.3398245902520359,0.20288718406065812
71,RL,Bayesian,8,0.07416666666666667,RL,0.3,0.3,0.65,2373.3933131432796,2393.448117544136,0.25291133720739295,0.661684629817011,0.9742136859943195,0.9349925099954444,0.9905488295742345,0.9765846248022096,0.34042761120458553,0.19864771898980313
72,RL,Bayesian,8,0.0875,RL,0.25,0.25,0.65,2714.618614891749,2718.01227711447,0.23644659162344384,0.5917792111498538,0.9746183943860441,0.9399604593233601,0.9886077157465619,0.9746179796753471,0.31365725441885195,0.2000155977717471
73,RL,Bayesian,8,0.08364583333333334,RL,0.25,0.25,0.65,2651.3305931981067,2658.032777518576,0.23722867557632035,0.5991616789325094,0.9735313333974626,0.9370489025242772,0.9894235671526798,0.9755598452053765,0.32017138382231053,0.19926900973044043
74,RL,Bayesian,8,0.09333333333333334,RL,0.25,0.25,0.65,2827.042616675176,2833.7109412822892,0.23777185096112785,0.5799595463575069,0.9773578511324889,0.9434408439777329,0.9898266837473711,0.9747693050872216,0.31406417203119436,0.19852668043892785
75,RL,Bayesian,8,0.08302083333333334,RL,0.25,0.25,0.45,2624.6863475963123,2627.0745018423386,0.2544146177194771,0.6622745292283613,0.9748927078780718,0.9318255881640565,0.9917646968299734,0.9774535675467703,0.34213724208522506,0.19990525987478652
76,RL,Bayesian,8,0.089375,RL,0.25,0.25,0.65,2741.3727529762928,2744.747275261705,0.24123428710550873,0.6153926249117748,0.9786665911898756,0.9426634678568864,0.9906476360167982,0.9754528852930406,0.3313471213457509,0.19822788809711406
77,RL,Bayesian,8,0.08291666666666667,RL,0.25,0.25,0.65,2598.6339001837687,2607.144649460317,0.2366901273489113,0.6038255553274929,0.97905354868051,0.9433460633749996,0.9899895561441995,0.9741787684539995,0.3300118155994313,0.20028443905001006
78,RL,Bayesian,8,0.07885416666666667,RL,0.25,0.25,0.65,2530.0942908836996,2537.6679297016667,0.25073443188687544,0.609305884060441,0.9727172535309839,0.93217013221018,0.989418799774953,0.9744191443734626,0.3256202057121733,0.19987590127170393
79,RL,Bayesian,8,0.08979166666666667,RL,0.25,0.25,0.65,2746.0127594878027,2752.3303832901743,0.23721694643009458,0.6027550988882433,0.9778543373787788,0.941878124065183,0.9902883125362993,0.9746720516302745,0.3193994951898445,0.19930825187493317
80,RL,Bayesian,8,0.08114583333333333,RL,0.25,0.25,0.65,2592.802474350763,2597.6489191356095,0.23468536772044118,0.6188546291317844,0.9764794423437786,0.934813943294793,0.9908867946913125,0.9757895205670751,0.3303049471957859,0.19848499254177318
81,RL,Bayesian,8,0.08125,RL,0.25,0.25,0.65,2568.715485333121,2574.6968655857436,0.24601524463570285,0.6459035546758274,0.9757202798725978,0.9365992527890689,0.9914333496366966,0.9779835575371898,0.3415745247402634,0.20060819645459824
82,RL,Bayesian,8,0.08802083333333334,Bayesian,0.45,0.2,0.45,2777.461911634437,2775.0429752110476,0.23322746764629232,0.5963247704906001,0.9772411573757156,0.9419687106303127,0.9901873714250278,0.9756877855174177,0.31780847497825787,0.19834917449622744
